"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","42495","12D_6. Should verify all field of “administration and auditing” section","budget proposal","2026-06-03","passed","2026-06-03","Budget proposal 01 wallet > Budget proposal with proposalSubmissionPageNavigation > Budget proposal field verification","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","12779","4L. Should search governance actions","mobile","2026-06-03","passed","2026-06-03","","4-proposal-visibility/proposalVisibility.spec.ts","",""
"","75117","8B_1. Should filter the list of proposed governance actions.","mobile","2026-06-03","passed","2026-06-03","Filter and sort proposals","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","27712","12D_1. Should verify all field of “proposal ownership” section","budget proposal","2026-06-03","passed","2026-06-03","Budget proposal 01 wallet > Budget proposal with proposalSubmissionPageNavigation > Budget proposal field verification","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","9911","9H_3B: Should display ""Data Missing"" message in outcomes when metadata hash and URL do not match.","loggedin (desktop)","2026-06-03","passed","2026-06-03","Outcome details > Invalid Outcome Metadata","9-outcomes/outcomes.loggedin.spec.ts","",""
"","7387","6O. Should display proper network name","mobile","2026-06-03","passed","2026-06-03","","6-miscellaneous/miscellaneous.spec.ts","",""
"","5465","4M. Should show categorized governance actions","mobile","2026-06-03","passed","2026-06-03","","4-proposal-visibility/proposalVisibility.spec.ts","",""
"","17543","Create Budget Proposal 01 auth","budget proposal auth setup","2026-06-03","passed","2026-06-03","","proposal-budget.auth.setup.ts","",""
"","89209","2V. Should show delegated voting power to No confidence","delegation","2026-06-03","failed","2026-06-03","No confidence delegation","2-delegation/delegationFunctionality.delegation.spec.ts","",""
"","11750","4H. Should verify none of the displayed governance actions have expired","independent (desktop)","2026-06-03","passed","2026-06-03","","4-proposal-visibility/proposalVisibility.spec.ts","",""
"","32674","7M_4. Should edit a motion of no confidence proposal draft","proposal discussion (loggedin)","2026-06-03","passed","2026-06-03","Proposal Draft","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
"","95307","7F_4. Should reject invalid data in motion of no confidence Proposal form","proposal discussion (loggedin)","2026-06-03","passed","2026-06-03","Proposal created logged state > Reject invalid  data","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
"","12471","4H. Should verify none of the displayed governance actions have expired","mobile","2026-06-03","passed","2026-06-03","","4-proposal-visibility/proposalVisibility.spec.ts","",""
"","6890","6D. Should open Sanchonet docs in a new tab when clicking `Learn More` on dashboards in disconnected state.","mobile","2026-06-03","passed","2026-06-03","","6-miscellaneous/miscellaneous.spec.ts","",""
"","4277","8I. Should disable poll voting functionality.","independent (desktop)","2026-06-03","passed","2026-06-03","Mocked proposal","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","239","2K_3. Should sort DReps randomly (Deprecated)","mobile","2026-06-03","skipped","2026-06-03","","2-delegation/delegation.spec.ts","",""
"","24406","11H. Should restrict non registered DRep users from voting","budget proposal","2026-06-03","passed","2026-06-03","Budget proposal logged in state","11-proposal-budget/proposalBudget.loggedin.pb.spec.ts","",""
"","57545","11K. Should allow registered DRep to vote on a proposal","budget proposal dRep","2026-06-03","passed","2026-06-03","Budget proposal dRep behaviour > Budget proposal voting","11-proposal-budget/proposalBudget.dRep.pb.spec.ts","",""
