"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","80157","12F_2. Should reject invalid data in “problem statements and proposal benefits” section","budget proposal","2026-08-18","passed","2026-08-18","Budget proposal 01 wallet > Budget proposal with proposalSubmissionPageNavigation > Budget proposal field validation","12-proposal-budget-submission/proposalBudgetSubmission.loggedin.pb.spec.ts","",""
"","24240","Create Proposal 09 auth","proposal discussion auth setup","2026-08-18","passed","2026-08-18","","proposal-discussion.auth.setup.ts","",""
"","67028","9H_4A: Should display ""Data Not Verifiable"" message in outcomes when metadata hash and URL do not match and is incorrect ga format in disconnect state","independent (desktop)","2026-08-18","failed","2026-08-18","Outcome details > Invalid Outcome Metadata","9-outcomes/outcomes.spec.ts","",""
"","135752","2F. Should change delegated DRep","delegation","2026-08-18","passed","2026-08-18","Change delegation","2-delegation/delegationFunctionality.delegation.spec.ts","",""
"","181262","10D. Should report an issue","independent (desktop)","2026-08-18","broken","2026-08-18","Submit Usersnap","10-user-snap/userSnap.spec.ts","",""
"","51801","8B_1. Should filter the list of proposed governance actions.","independent (desktop)","2026-08-18","passed","2026-08-18","Filter and sort proposals","8-proposal-discussion/proposalDiscussion.spec.ts","",""
"","7691","5C. Should show required field in proposal voting on registered as DRep","dRep","2026-08-18","passed","2026-08-18","Proposal checks","5-proposal-functionality/proposalFunctionality.dRep.spec.ts","",""
"","26728","9G_1. Should display correct vote counts on outcome details page in disconnect state","mobile","2026-08-18","failed","2026-08-18","Outcome details","9-outcomes/outcomes.spec.ts","",""
"","67056","9H_3B: Should display ""Data Not Verifiable"" message in outcomes when metadata hash and URL do not match.","loggedin (desktop)","2026-08-18","failed","2026-08-18","Outcome details > Invalid Outcome Metadata","9-outcomes/outcomes.loggedin.spec.ts","",""
"","99010","7N. Should submit a draft proposal","proposal discussion (loggedin)","2026-08-18","passed","2026-08-18","Proposal Draft","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
"","8818","9C_2A. Should sort Governance Action Type on outcomes page in disconnect state","mobile","2026-08-18","passed","2026-08-18","Outcomes page > outcome sorting and filtering","9-outcomes/outcomes.spec.ts","",""
"","4395","2Y_1. Should correctly convert CIP-129/CIP-105 script drep","independent (desktop)","2026-08-18","passed","2026-08-18","","2-delegation/delegation.spec.ts","",""
"","14041","2T. Should show warning message on delegation when insufficient funds","loggedin (desktop)","2026-08-18","passed","2026-08-18","DRep dependent tests","2-delegation/delegation.loggedin.spec.ts","",""
"","66948","9H_4A: Should display ""Data Not Verifiable"" message in outcomes when metadata hash and URL do not match and is incorrect ga format in disconnect state","mobile","2026-08-18","failed","2026-08-18","Outcome details > Invalid Outcome Metadata","9-outcomes/outcomes.spec.ts","",""
"","123238","8J. Should sort the proposed governance action comments.","proposal discussion (loggedin)","2026-08-18","passed","2026-08-18","Proposal created logged in state","8-proposal-discussion/proposalDiscussion.loggedin.pd.spec.ts","",""
"","50925","7C. Should list unfinished Draft","proposal discussion (loggedin)","2026-08-18","passed","2026-08-18","Proposal Draft","7-proposal-submission/proposalSubmission.loggedin.pd.spec.ts","",""
